Project_Type,Location,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Deviation,Vibration_Level,Crack_Width,Load_Bearing_Capacity,Temperature,Humidity,Weather_Condition,Air_Quality_Index,Energy_Consumption,Material_Usage,Labor_Hours,Equipment_Utilization,Accident_Count,Safety_Risk_Score,Image_Analysis_Score,Anomaly_Detected,Completion_Percentage,Risk_Level,Project_Duration_Days,Start_Year,Start_Month,Start_Quarter,Cost_Overrun_Pct,Cost_Efficiency,Schedule_Overrun_Pct,Duration_Efficiency,Risk_Composite
Building,Chicago,15634171,21359866.74438444,5725695.7443844415,350,512.3841183059989,162.38411830599887,1.7029930063634575,3.791923857949589,229.1392302063039,-8.695600183181517,45.23241204044788,Stormy,155,22444.69552514596,928.3508483500332,3750,41.58727032882545,1,1.7220570644593516,53.04858597797659,0,22.779298533722475,Low,361,2021,8,3,36.623,0.7319,46.3955,0.6831,25.45
Dam,Houston,31161753,44166231.3606012,13004478.360601194,313,346.1204166244066,33.12041662440657,0.4703912610433036,3.0300691596804064,61.90110616895036,-5.61159820012998,50.12953356615768,Snowy,51,24159.27267186373,891.2664260011882,4276,43.483800333465474,5,4.254984122824855,77.27671382913076,0,87.02360707365766,Medium,865,2021,8,3,41.7322,0.7056,10.5816,0.9043,17.5451
Tunnel,New York,25340709,27578934.674804747,2238225.674804747,606,904.6819140171056,298.6819140171056,1.671048909629388,2.8515625391325194,201.0007407634957,12.988324897258988,48.66629361950998,Rainy,267,8389.464447533217,511.2050994841852,1448,91.37464250149722,5,2.638607604168606,84.5798557051005,0,19.825273157885995,Medium,543,2021,8,3,8.8325,0.9188,49.2874,0.6698,18.9637
Bridge,New York,8704694,10644218.40914696,1939524.4091469608,204,242.9922077856796,38.9922077856796,1.1690453035152106,0.2678827980370396,489.2090708860224,41.86019912654661,46.23117157750319,Snowy,174,6415.573786071173,469.80991449262586,6537,97.63604860075128,6,9.64776534653782,62.21827456463585,0,68.88114970843012,High,367,2021,8,3,22.2814,0.8178,19.1138,0.8395,15.5481
Tunnel,Houston,36933339,51856802.97458014,14923463.97458014,709,714.3163308406301,5.316330840630144,1.548156271268756,0.7024950489775866,443.10000930219,29.683147891388305,84.78705251528265,Cloudy,245,36296.40218850848,599.5081778273661,5172,81.30456018734245,0,7.435286574024577,86.9883893875319,0,64.63000008803522,High,748,2021,8,3,40.4065,0.7122,0.7498,0.9926,13.8339
Bridge,Houston,7990607,11935335.379948378,3944728.3799483776,369,529.398416323083,160.39841632308298,1.455853995900596,3.112746981065569,198.220130165398,-5.153038677469324,78.02509238351084,Sunny,194,24729.30014050313,319.1086107745892,9989,61.86209764600481,0,7.74444838923876,97.53218924723043,0,52.54989810821649,High,722,2021,8,3,49.3671,0.6695,43.4684,0.697,29.3995
Bridge,Houston,32338158,46363591.81475062,14025433.81475062,320,376.3882316418868,56.38823164188682,0.4942718412312701,1.039119207294179,314.5079322798675,36.54749070294805,27.62999929040833,Cloudy,258,29849.67806245833,146.96649276972656,4496,96.31601894768365,1,4.923723394003403,56.853722134273646,1,35.04111603977276,High,775,2021,8,3,43.3712,0.6975,17.6213,0.8502,19.4825
Bridge,New York,5532688,6212546.679788843,679858.6797888428,734,973.1392596793926,239.13925967939255,1.1807441992243586,2.5203503987421216,431.2835354909722,30.27654238344996,27.568634673396723,Cloudy,269,30094.756143008733,945.301722554086,3182,79.76818518254416,1,1.9896834531853556,75.55145326543476,0,46.35608499937265,Low,843,2021,8,3,12.288,0.8906,32.5803,0.7543,14.0584
Dam,New York,25356967,25790568.86197095,433601.8619709499,837,1247.319957087636,410.3199570876359,1.7486739903296755,2.7244084301469678,248.5734515375309,23.602058913645926,49.95086603970938,Stormy,143,17481.911599998566,268.0290863894555,4326,90.66001295196024,4,3.4004483755058894,52.84209753407913,0,82.57521704149423,Medium,727,2021,8,3,1.71,0.9832,49.0227,0.671,16.6999
Road,Houston,28995739,34610344.06991351,5614605.0699135065,494,459.4719738348403,-34.5280261651597,0.9210208499236656,1.417535951354697,58.08103868756793,35.11611283350475,26.906016371296637,Rainy,217,26415.16298732708,278.56065632114473,9837,85.95113824222057,0,3.337399936596971,60.33305036153578,0,78.53957339914922,Medium,587,2021,8,3,19.3636,0.8378,-6.9895,1.0751,6.4766
Tunnel,Seattle,32197881,43305662.82653047,11107781.826530471,623,596.8444264485926,-26.15557355140743,1.936522463424302,4.742125777707464,83.52970781838803,12.226041625862642,63.336516668978376,Sunny,264,26184.2099750466,525.2142959685528,1719,62.748358946355545,1,5.381014157213893,54.49096767305366,0,76.49282036450228,Medium,797,2021,8,3,34.4985,0.7435,-4.1983,1.0438,11.6258
Dam,Seattle,3363162,4020799.548679681,657637.548679681,498,663.4724743490716,165.4724743490716,0.9592086901932644,4.212320534177875,279.676724606918,2.1825577969619,30.05841250832137,Snowy,223,22479.224955253565,542.4520103562977,2522,68.72213205104714,5,5.148818080240215,70.20033115401013,0,77.4841225924952,Medium,593,2021,8,3,19.5541,0.8364,33.2274,0.7506,17.8642
Dam,Los Angeles,6680820,7949564.6251459345,1268744.6251459343,620,662.8389012259155,42.83890122591549,0.3712927096689808,3.6118675381639926,486.2477190541453,18.16128640098176,56.56612847767608,Stormy,265,41930.39225304817,116.59078873066775,7756,51.16792926208597,2,4.900673956346563,91.04158951873788,1,22.94977369198052,High,521,2021,8,3,18.9909,0.8404,6.9095,0.9354,9.1503
Dam,Chicago,20470010,28718160.0611092,8248150.0611092,271,273.8674071440861,2.867407144086087,0.8399258921475791,0.3899693320470454,361.9442939984905,20.18629655764106,20.505396290260244,Rainy,142,25302.380165941817,233.15926489657363,7627,57.52084602644405,3,5.463797200234669,78.85652252608907,1,18.918680532618847,High,399,2021,8,3,40.2938,0.7128,1.0581,0.9895,14.0983
Dam,Seattle,33557230,37478132.84221605,3920902.842216052,358,330.6549317852779,-27.34506821472212,1.9082345721420209,0.5306500965450972,81.9122861473563,19.607950460545165,42.16174438888527,Sunny,53,32164.00360276945,440.3393367046676,2069,86.6875396771913,0,9.883207737833276,61.12924185827154,0,87.53487605686199,High,342,2021,8,3,11.6842,0.8954,-7.6383,1.0827,5.4819
Dam,New York,45154589,63933335.19930511,18778746.19930511,235,214.58038639005449,-20.419613609945543,0.707469613745723,2.4639067293247785,135.21239410633825,21.079058531405792,67.40335065708588,Cloudy,215,45298.405417137175,715.3576241594851,6562,93.6387035129865,4,3.68518267587595,52.00553235478616,0,85.34571133099995,Medium,399,2021,8,3,41.5877,0.7063,-8.6892,1.0952,14.0133
Building,Seattle,36900136,42216813.88834292,5316677.888342917,334,455.8069148652061,121.80691486520612,1.7493865037474194,0.8035667459549284,397.0954144475825,42.178770503154944,53.88272581594939,Rainy,112,43980.51302865151,305.57661114874224,8749,83.46762539508471,3,6.5374224430922885,77.66990976433765,1,71.3186473641727,High,449,2021,8,3,14.4083,0.8741,36.4691,0.7328,17.1707
Tunnel,Los Angeles,47524065,52131041.36964556,4606976.369645558,851,834.5417080148923,-16.458291985107735,1.7743762951955906,4.89132731764737,428.6478919803101,39.62350927029272,88.47886401992916,Rainy,78,45068.99917006243,480.7130016175864,5887,67.9104217993983,7,3.1555696963627438,56.63983574952855,0,64.53151707839844,Medium,811,2021,8,3,9.694,0.9116,-1.934,1.0197,4.9393
Dam,Los Angeles,43366372,50842472.02399987,7476100.02399987,290,342.3833871789803,52.383387178980286,0.765354396230726,0.7926011701370472,327.9625637848659,38.16443701074167,81.18726572463476,Rainy,68,17150.224840925628,601.6105582448201,5674,45.19055613638485,2,5.199456393335638,67.13670136818786,0,43.01845358341496,Medium,579,2021,8,3,17.2394,0.853,18.0632,0.847,12.0307
Tunnel,Chicago,9277983,12594566.65259228,3316583.652592279,316,399.27803615803,83.27803615802998,0.258189550296201,2.43733917731987,339.9904263334175,34.077924599974494,45.13495453302059,Cloudy,140,6574.211973862827,899.7332451609628,3156,43.41687692190689,9,2.8004430983173743,75.5096129456803,0,30.16743324202029,Medium,361,2021,8,3,35.7468,0.7367,26.3538,0.7914,20.9903
Building,Seattle,18069791,17628910.085447133,-440880.9145528674,411,475.5315540202775,64.5315540202775,1.4766600274017547,1.820605284207527,62.751852672523086,41.888545899590696,23.184057903059223,Snowy,78,16748.005995289815,393.46345209441097,8944,62.45953387677123,0,6.023730117697819,95.18662678430962,0,70.08907939568527,High,797,2021,8,3,-2.4399,1.025,15.7011,0.8643,5.9151
Building,New York,33284704,33878886.87612732,594182.8761273175,647,592.8228024369257,-54.17719756307429,0.6918733681265734,3.1969321072704897,422.8386168116788,-4.5827947076328215,79.19384100805132,Stormy,297,17541.83055293189,220.2024392771352,5139,67.82930312605978,9,3.385106078353008,54.09116635443585,0,92.17311742742292,Medium,384,2021,8,3,1.7852,0.9825,-8.3736,1.0914,3.0126
Tunnel,New York,20978294,30856278.166523453,9877984.166523453,660,904.266595024812,244.26659502481183,1.5875548670893875,0.6451820444471246,404.7238436768733,4.581779379515673,83.786401722027,Snowy,277,45921.21470262356,540.3450033078474,6629,76.5472373327978,4,1.3311002504694769,83.43037961334153,0,49.329691816433495,Low,761,2021,8,3,47.0867,0.6799,37.0101,0.7299,26.2953
Bridge,Houston,11031033,11089442.059720472,58409.05972047336,247,223.85805987707303,-23.14194012292694,0.9410442116948228,2.1515821402119544,166.5658148465062,17.228077011002167,77.44391753933257,Sunny,212,34215.92297770867,772.0494415156559,8087,40.38937128321983,0,8.33743982325538,50.70406427524393,1,37.28912232006132,High,735,2021,8,3,0.5295,0.9947,-9.3692,1.1034,1.8263
Road,New York,20384838,25290171.84251943,4905333.842519429,428,580.8533248761379,152.8533248761379,1.022006810450981,1.3735251640357182,368.90452398447815,36.559397121787285,28.95649586438354,Stormy,165,8676.678182100295,198.87378134746007,6078,99.38337342797838,4,2.1542960090837577,81.49542761801479,0,34.3667632140542,Low,407,2021,8,3,24.0636,0.806,35.7134,0.7368,19.164
Bridge,Chicago,19664179,24532807.12183793,4868628.121837929,502,720.8633135289825,218.86331352898253,1.57802787282222,4.43875762335844,146.68457289124916,17.784114133750286,89.85405940886014,Sunny,119,11092.03682049955,482.21514252726433,7405,61.836333004242576,8,4.31234919205215,77.57662446652968,0,12.133471860977377,Medium,875,2021,9,3,24.7589,0.8015,43.5983,0.6964,22.9696
Bridge,Chicago,6304120,7525698.818220114,1221578.8182201143,697,808.3136549861094,111.31365498610944,0.826490329017093,0.2029285606734754,68.14857247318085,31.141910663787375,38.100895508694165,Cloudy,172,12005.425649388892,116.00662713623508,7871,90.88567982806728,4,5.294598482000826,90.59333100450338,0,56.82850499746589,Medium,798,2021,9,3,19.3775,0.8377,15.9704,0.8623,12.4633
Bridge,New York,36002379,46329558.7786271,10327179.778627098,611,746.2298706376528,135.22987063765277,0.9419419561135376,4.5686374700322965,140.5114441656698,-2.3572052113096085,70.6943438965859,Snowy,72,33368.97866760154,130.203263482526,1632,72.09800233992426,1,4.892320003797346,76.58312364322397,0,98.94124268693484,Medium,775,2021,9,3,28.6847,0.7771,22.1325,0.8188,16.4236
Dam,New York,6813775,7071990.059143001,258215.0591430012,666,790.0025636900145,124.00256369001454,0.814761890662282,4.164970692765002,130.38299453943478,3.8827597137108096,83.56244134350051,Rainy,280,38093.63114781514,534.658026894999,3199,47.82636727200079,1,7.530991873210081,67.63082998630688,0,83.37139445253902,High,429,2021,9,3,3.7896,0.9635,18.619,0.843,8.4288
Building,Houston,25019663,30814150.915554,5794487.915553998,785,889.8172593716397,104.8172593716397,0.7979469790268319,1.4878535822040773,201.98659853068125,30.247685227071983,36.498098003149664,Stormy,95,43683.97597544282,368.3775683358365,6353,87.8539331520713,9,6.370989363378499,62.13754356641133,0,90.77272463487324,High,620,2021,9,3,23.1597,0.812,13.3525,0.8822,14.0279
Bridge,New York,13565034,15237656.316788904,1672622.3167889044,608,870.9324705031074,262.9324705031074,1.0992984961127727,3.946453273385524,238.30227372895612,-0.9396295111751768,83.57809882739463,Rainy,221,47328.64478628094,860.5965691048709,3910,82.58962449519257,8,3.6583406443673736,54.26248708910365,0,65.90476866479554,Medium,712,2021,9,3,12.3304,0.8902,43.2455,0.6981,19.0044
Building,Houston,30022580,38939296.94135886,8916716.941358857,448,643.4893276680934,195.48932766809344,1.6367189445521864,0.1560678016937378,278.84250117396857,9.32457640602097,41.66371054364069,Sunny,225,14076.70508238988,641.9388755138089,1622,71.64616509575367,4,1.4653269985660315,76.73063371482156,1,53.330176943447576,Medium,375,2021,9,3,29.7,0.771,43.636,0.6962,23.0939
Tunnel,Houston,26055715,25657951.738452557,-397763.2615474463,888,978.1229590810096,90.12295908100953,0.7873597926528751,4.834327751466968,264.53924397874766,4.567644179746429,88.34892556688393,Rainy,229,18939.76181258221,508.5396655686913,7073,70.8731854800268,7,7.908356064278586,94.41609633242842,1,99.14113066633765,High,869,2021,9,3,-1.5266,1.0155,10.149,0.9079,6.0264
Road,New York,7472652,9284967.762420207,1812315.7624202075,716,908.6339663247144,192.6339663247143,1.0960839690216997,2.632974712948947,171.8035726843802,9.242393182236317,39.68820142663322,Rainy,57,15814.52963351738,467.1418339488667,1360,45.24877634505568,9,4.172744140105795,75.73722469778447,1,50.244589957496224,High,698,2021,9,3,24.2526,0.8048,26.9042,0.788,17.9816
Tunnel,Los Angeles,24383686,24655861.902465224,272175.90246522427,327,476.1592636930186,149.1592636930186,1.3743819183409416,1.5164051303272263,63.12680085833351,28.957822699288364,86.74050773304846,Cloudy,232,21144.2705359762,547.520932170607,7365,79.35093691443245,3,9.007522668999725,86.95514287329462,0,92.5147518142102,High,249,2021,9,3,1.1162,0.989,45.6145,0.6867,16.4207
Tunnel,Los Angeles,19275555,20570599.313065413,1295044.3130654134,297,438.7388245113488,141.7388245113488,0.6119349479769445,1.8129160629733851,322.2957300067178,10.231594962854055,23.74812556248724,Cloudy,115,46159.92983406872,136.3949480913952,9401,94.67470934525798,1,4.555510962429254,64.92174691087878,0,78.56603279053614,Medium,818,2021,9,3,6.7186,0.937,47.7235,0.6769,17.4437
Dam,Houston,15219886,15695140.336804625,475254.3368046228,546,658.1349816422628,112.1349816422628,0.6272933293145458,0.3320267673024868,228.08517343130947,20.53948274343671,69.64904081688691,Snowy,254,30880.065512271267,903.514020778594,4943,45.5946951532815,3,7.458927455239365,72.40654299373838,0,39.78805827142474,High,578,2021,9,3,3.1226,0.9697,20.5375,0.8296,9.1898
Road,New York,16913266,17077369.80346245,164103.80346244946,245,287.06524637679604,42.06524637679604,1.873484941344564,4.946747570210196,184.40247082439737,-4.503746762007469,57.24777936859026,Sunny,217,38218.635379602456,998.4728401605626,5869,55.81068703893429,3,9.456082329112114,66.23016017229656,0,55.27559649276865,High,851,2021,9,3,0.9703,0.9904,17.1695,0.8535,7.9332
Tunnel,Los Angeles,35230728,49161893.96463302,13931165.964633018,549,585.9019076668565,36.90190766685646,1.4747156893290685,0.1964597257534622,440.12346927373056,34.27597312790453,53.451395398591146,Cloudy,298,27055.365625705188,263.3384123728288,9128,94.13847840652592,8,6.860372055719318,55.46330556774487,1,44.58962995873312,High,382,2021,9,3,39.5427,0.7166,6.7217,0.937,16.8514
Tunnel,New York,1379039,1477536.227039704,98497.22703970388,354,522.264385865643,168.26438586564302,1.196654684824287,3.2745356157392957,386.0344885091719,10.343874410646867,35.6446019979088,Cloudy,262,6298.606100125604,208.34466829715777,1877,57.0606345891876,9,4.721400220577543,70.84943016417525,0,22.260094674936845,Medium,327,2021,9,3,7.1425,0.9333,47.5323,0.6778,19.1467
Road,New York,35083146,51090682.799533576,16007536.799533576,767,756.0231429184136,-10.976857081586443,1.3306681033991627,2.2136796385322914,435.994496767599,25.66937874683384,69.39170528435443,Snowy,208,7888.796869901645,229.2197171037357,5795,79.23662033079557,5,6.106593419073485,88.21436159186081,0,42.10899234059737,High,651,2021,9,3,45.6274,0.6867,-1.4311,1.0145,15.9095
Road,New York,8035655,11908486.459813626,3872831.4598136265,674,841.0830805537,167.08308055370003,0.1556689418964948,4.744581090943576,272.74225762060746,29.896428091400796,33.356664401241495,Stormy,293,29206.53640705486,694.9243524109304,8791,72.08908989658865,9,5.891006696877033,69.74874997722586,0,90.0075595852085,High,834,2021,9,3,48.1956,0.6748,24.7898,0.8013,24.8738
Tunnel,Seattle,9368352,11642578.299633687,2274226.299633688,293,313.3723370297767,20.372337029776705,1.274395634567224,1.229998701533976,108.91906345704987,1.5313507161435211,58.69892571893378,Snowy,225,37345.50656690115,695.2967546056973,3523,75.77965630023172,5,6.263380329880265,82.50896111091336,1,77.73721168141611,High,378,2021,9,3,24.2756,0.8047,6.953,0.935,11.6213
Road,New York,43495479,42877872.49673012,-617606.503269881,290,309.5474425205166,19.5474425205166,1.0680668591259836,2.6604341196900565,363.29964625457256,38.65712417243424,37.72717541281756,Rainy,149,14689.873738792918,863.1317460505699,7270,64.94733409463518,4,2.321379870772112,87.930774202543,0,34.982296687149585,Low,605,2021,9,3,-1.4199,1.0144,6.7405,0.9369,3.2864
Tunnel,Seattle,21919751,24653778.439420693,2734027.4394206926,618,706.3623521990908,88.36235219909076,1.1369243915809275,2.411781042913765,142.73320097172888,23.892333838382413,86.89349658469493,Rainy,110,37485.93082965368,776.6437495836279,9583,57.99948823322266,5,7.286588941611789,66.13681136081613,0,43.112198178778456,High,845,2021,9,3,12.4729,0.8891,14.2981,0.8749,10.4886
Tunnel,Houston,18050668,24885361.343152307,6834693.343152307,894,1340.3525307715172,446.3525307715172,0.7829052709785524,3.5143322202505067,248.55335109127256,13.579882796331482,22.004183568495694,Cloudy,161,41479.95980675806,504.72070603240576,7623,42.912007043780136,0,2.3053894450226844,89.87572798027384,1,65.47905307058696,Medium,671,2021,9,3,37.8639,0.7254,49.9276,0.667,26.7985
Dam,Los Angeles,32698133,36636114.24594224,3937981.245942235,326,304.1514096178692,-21.848590382130794,0.2548004056545896,0.3400511597621025,79.25035502699983,0.0284350968020739,33.98097960778656,Cloudy,101,23535.38652629501,651.569825408787,6088,84.65685635764984,4,1.131551958858526,66.94628584848547,0,47.45258335076387,Low,321,2021,9,3,12.0434,0.8925,-6.702,1.0718,4.6393
Bridge,Los Angeles,26944707,25657028.370674208,-1287678.6293257922,214,266.8847694573334,52.88476945733339,0.4673445438628991,0.9689456501167742,421.3887810903421,41.82655158456637,36.96174244712134,Snowy,215,38588.86547798472,719.4562033312071,8564,84.7656077316536,5,6.623020906156572,62.8053530230228,0,55.27397047281066,High,492,2021,9,3,-4.779,1.0502,24.7125,0.8018,9.7384
Tunnel,Los Angeles,38925479,48036802.714711234,9111323.714711234,488,463.3771278727292,-24.622872127270853,1.9064149551040763,1.0728241004642491,106.67328847137526,31.528751227239383,48.98474780374716,Snowy,268,23181.34776478069,561.4628232567027,8066,80.2435444047234,7,2.052222149580323,61.12230838799325,0,72.83515699863841,Low,344,2021,9,3,23.4071,0.8103,-5.0457,1.0531,8.8326
Building,Los Angeles,14721794,20714631.64849753,5992837.648497529,717,711.7748610619212,-5.225138938078771,0.8765291683147745,3.690753774208448,456.3938781721894,1.4413509503286883,36.29111693090375,Sunny,85,35525.7783254759,528.085886006473,7545,78.61802728717723,3,7.933704730401459,59.99520728624197,0,52.05257633296186,High,493,2021,9,3,40.7073,0.7107,-0.7288,1.0073,14.3989
Bridge,Los Angeles,31109596,42855205.40986437,11745609.409864374,193,224.60138865730167,31.60138865730167,0.9866979960786418,0.9456934816337004,438.9037710177007,8.574092609832348,54.39443631881497,Rainy,161,39379.86721937944,680.5877010783879,3321,54.62302793005158,4,8.793693581507384,86.85620364066983,0,27.18728107004762,High,200,2021,9,3,37.7556,0.7259,16.3738,0.8593,18.7976
Bridge,Los Angeles,41739304,41951084.390001245,211780.39000124484,553,667.0706715807493,114.07067158074926,0.2001486007215341,2.867458819454884,259.06224399766074,34.53208419484403,81.07258662809772,Snowy,136,49636.69782386498,601.7270940780884,9149,41.34069602597747,3,9.502631112555337,94.37546305284587,0,56.85165435833464,High,261,2021,9,3,0.5074,0.995,20.6276,0.829,8.841
Bridge,Los Angeles,41981729,54729849.13383221,12748120.133832209,736,776.6827275337739,40.68272753377392,0.1713758361335631,1.0762191025047685,384.9656919367958,28.262271476843644,69.84443949864195,Stormy,232,20542.849792861824,679.5480748023193,9125,88.52292381312638,6,6.980292666157524,61.532423709264464,1,42.05064071953832,High,760,2021,9,3,30.3659,0.7671,5.5275,0.9476,13.3641
Dam,Houston,20975372,21652930.17188922,677558.1718892194,607,661.5536870644625,54.55368706446245,1.4626447493888397,4.308124750419892,328.750283218169,32.11813609936484,60.597338637457774,Sunny,134,23496.83512585752,651.5692965670274,9330,69.4683121417496,9,5.338134036030738,54.262014889807695,0,36.16608056127603,Medium,310,2021,9,3,3.2303,0.9687,8.9874,0.9175,6.5329
Tunnel,New York,22731798,23434767.9585108,702969.9585108012,412,392.2982474072667,-19.701752592733328,1.1223798618301115,4.710927272448193,411.3840390519852,14.266060621711285,26.230222458787576,Snowy,62,12452.90267345771,747.2769044622892,9294,58.4102878421571,5,4.170529726352192,65.68834881442191,0,39.52977049958672,Medium,778,2021,9,3,3.0925,0.97,-4.782,1.0502,2.7619
Dam,Chicago,48113433,68534845.92126612,20421412.921266124,884,956.4277733509904,72.42777335099049,1.0665413700109068,2.5924648747112022,244.31229535366043,29.40619444531918,68.57944758724929,Cloudy,214,14183.28762808131,678.5231579045885,6333,46.11591440683421,3,5.418325845876977,82.89236194606794,0,49.51019957410051,High,484,2021,10,4,42.4443,0.702,8.1932,0.9243,16.8749
Tunnel,Seattle,18539587,19462883.86231583,923296.8623158298,742,1098.1118172122185,356.1118172122183,0.5619366078030705,1.7615444210458913,403.6138179099575,11.257154757515252,31.64899990176579,Snowy,96,36202.775116927,567.7682377935405,9675,43.763295454083305,5,2.7131700552428217,68.42600461130195,0,89.7951828584459,Medium,550,2021,10,4,4.9801,0.9526,47.9935,0.6757,17.4347
Dam,Chicago,21035161,22254115.09009749,1218954.0900974944,842,1235.0661692209378,393.0661692209378,1.5150263900968524,1.1702888750874956,258.1055676793165,1.6194604316008032,75.04571701731885,Cloudy,139,46267.05155695143,713.6171301559478,8858,60.93200330771064,3,4.135803830101837,77.45882696056094,0,76.06513938971801,Medium,563,2021,10,4,5.7948,0.9452,46.6824,0.6817,17.1703
Dam,Chicago,26056359,23460938.090546224,-2595420.909453776,619,681.4737969568762,62.473796956876186,0.4196495003061345,0.2489050076152188,473.4346045292572,24.7972369162748,37.50397309571072,Cloudy,281,22757.222824755823,504.5337686668853,5319,88.28422388601643,7,7.46137472351048,87.21524828375976,0,70.10937446512257,High,624,2021,10,4,-9.9608,1.1106,10.0927,0.9083,5.9201
Building,New York,23438280,33338642.765498064,9900362.765498064,681,846.1509183635019,165.1509183635019,0.460876012955938,1.342500380987477,268.8674453713164,43.68076590793368,49.19341098246306,Rainy,248,13093.000107599357,317.50410337534095,6389,95.12342496002984,2,2.9568067402079183,70.42392655775242,0,52.41341897935601,Medium,604,2021,10,4,42.2401,0.703,24.2512,0.8048,20.9388
Dam,New York,21546166,29637977.0496858,8091811.049685802,454,656.3737845386212,202.3737845386212,0.9753531255617234,3.2711788997265896,258.17867237017833,7.083053426743128,44.53291416225496,Rainy,287,17829.477472234732,101.27639812052392,2848,93.80508187678387,7,3.376604221062985,99.98474156855974,0,10.16469524347151,Medium,340,2021,10,4,37.5557,0.727,44.5757,0.6917,26.7147
Road,New York,17920196,22873290.883977737,4953094.883977737,255,230.4461248640572,-24.553875135942803,0.6439317380126877,2.6680846565460543,403.2823377035807,15.35332757168968,80.11697402723998,Snowy,280,25477.32671636624,603.9677324312588,4205,95.2000500849793,1,7.743954301370638,64.89746301177513,1,40.64956402951822,High,357,2021,10,4,27.6397,0.7835,-9.629,1.1065,10.0407
Building,Los Angeles,30862495,41669289.532940224,10806794.532940224,618,856.8014678811791,238.80146788117904,0.5701796643429781,4.720206391404637,419.7099612923771,27.070075408841944,28.85811210993857,Snowy,71,18079.26482144157,631.5897039477769,3161,94.46352058776056,5,2.600523422444988,98.91241759363083,0,83.18728359815262,Medium,808,2021,10,4,35.0159,0.7407,38.641,0.7213,23.6172
Dam,Houston,45377043,44979047.32926574,-397995.6707342565,878,1289.8010804092023,411.80108040920254,1.3259515246513305,1.981386312458503,299.52010144452686,19.78284551673683,59.5951417669352,Stormy,216,15511.058740483984,974.8440682981428,2464,71.63348509602375,7,3.2129882782604,60.1514832616557,0,44.93538185659657,Medium,887,2021,10,4,-0.8771,1.0088,46.9022,0.6807,16.1133
Bridge,Los Angeles,18034570,21190514.369544752,3155944.369544752,468,446.8442662008628,-21.15573379913718,1.3368463159152346,3.4693167116419725,130.9090160727839,36.388528763997705,29.94431266101436,Sunny,264,38119.30199406858,425.330500684848,1643,53.16493831341423,0,1.157928065403853,55.54658716321449,0,60.743721256087646,Low,669,2021,10,4,17.4994,0.8511,-4.5205,1.0473,5.4814
Road,Houston,42417870,47114869.98842415,4696999.988424145,719,716.7485317546021,-2.2514682453978594,1.6665824326198655,2.446613737375607,260.4912039309108,31.89584885582337,69.33570852925307,Sunny,107,5353.021455828044,454.7199185454806,6351,87.88279497020923,5,7.480464395815961,87.5415312547184,0,28.426583471238715,High,506,2021,10,4,11.0732,0.9003,-0.3131,1.0031,5.8181
Road,Houston,49546069,47379217.04430627,-2166851.955693729,871,1285.9860178283102,414.9860178283102,0.8936462772486541,2.562881079621058,485.63262630935526,-6.793653787570363,83.35546894561368,Snowy,79,29265.373730141742,281.61962320797124,5553,52.822778491154736,8,6.561132090097905,85.1154828325599,0,92.42719676612116,High,777,2021,10,4,-4.3734,1.0457,47.6448,0.6773,17.2057
Road,Chicago,28082984,33465882.38292177,5382898.38292177,432,528.1304052315777,96.1304052315777,0.2388616729496854,1.3388715730205876,388.8437868676333,44.91316786580757,50.42253577070774,Rainy,195,40719.50631633893,163.4808657135897,7518,56.03243660539415,9,7.249469072603872,90.55846736212322,0,93.085339216336,High,468,2021,10,4,19.1678,0.8392,22.2524,0.818,15.676
Building,Chicago,8972368,13031860.185039269,4059492.185039269,305,277.0979841083254,-27.90201589167458,0.6199661313507695,2.2747538842099986,415.0231717456095,31.38213495457069,54.16645821854832,Stormy,155,16980.272884286067,795.5240435755666,6723,53.9952593093529,9,2.9289498575798185,67.17952108666525,0,23.146334556251844,Medium,772,2021,10,4,45.2444,0.6885,-9.1482,1.1007,15.9591
Dam,Houston,29481082,27241565.504148774,-2239516.495851226,356,375.4301949358898,19.4301949358898,1.962010380073952,2.353924985063536,64.77147446865806,37.51468239617623,84.91959855379336,Sunny,195,32148.11797754078,324.7129579053925,8946,70.89894422174835,1,7.186387516550843,96.5403826926492,1,75.1743054285699,High,843,2021,10,4,-7.5965,1.0822,5.4579,0.9482,3.2746
Dam,Houston,30537369,32823901.77866224,2286532.7786622383,216,252.7127001852442,36.71270018524419,1.232891292942134,3.5332126087446696,260.5367581853719,25.81587416524405,56.469397205455,Snowy,287,35100.504752837805,648.0143749270342,1610,59.30965049014479,0,6.36738955923931,55.97407141865394,0,16.77146569767217,High,752,2021,10,4,7.4877,0.9303,16.9966,0.8547,8.6188
Bridge,Los Angeles,36790315,37692581.35104164,902266.3510416374,589,774.9740091561529,185.97400915615287,1.4485004611219383,4.70319999593057,340.9795101458999,37.09568204257192,54.131890663469264,Rainy,123,34476.11133822905,718.9957319909333,5302,49.24936297752049,1,4.29510681299803,51.51385506655631,0,63.86928561820881,Medium,752,2021,10,4,2.4525,0.9761,31.5745,0.76,11.2671
